,tweet,hashtags,label
505,sfj khalistan gherao modi bharat bandh stop modifrom cruelty farmer come join protest agai,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modifrom']",1
506,sfj khalistan gherao modi bharat bandh farmer fear new legislation pave way dismantle,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
507,yearly farmer commit suicide indian government not facilitate sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
508,not let modi snatch land punjafarmers sfj khalistan gherao modi bharat bandh,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
509,farmer lock rail road protect right sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
510,raise slogan revolution address sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
511,sfj khalistan gherao modi bharat bandh join hand stop modi cruelty farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
512,raise slogan revolution address large sfj khalistan gherao modi bharat bandh register vote,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Register2Vote2020']",1
513,indian government corrupt no care aout farmer sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
514,raise slogan revolution address large sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
515,sfj release video sept gherao modi baharat bandh day campaign punja farmer india khalistan,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan']",1
516,sept gherao modi residence baharat bandh campaign day punja farmer india khalistan last,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan']",1
517,indian government corrupt doesn,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",0
518,app party fully support federal government anti punja farmer bill sikh nation watchin,['PunjabFarmers'],0
519,sept e surprise day pm modi due sfj call gherao modi baharat bandh campaign delhi,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
520,punja farmer fully prepare gherao modi baharat bandh campaign sept sfj call khalistan,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'SFJ', 'khalistan']",1
521,sept baharat bandh gherao modi campaign day u khalistan solution leave u kn,"['BaharatBandh', 'GheraoModi', 'khalistan']",1
522,please take part u sfj call gherao modi baharat bandh campaign sept punja farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",0
523,gherao modi baharat bandh campaign sept stop modi graing land punja farmer,"['GheraoModi', 'BaharatBandh', 'Modi', 'PunjabFarmers']",0
524,punja farmer lock rail road gherao modi baharat bandh campaign sept khalistan ba,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
525,raise voice punja farmer right sept gherao modi baharat bandh campaign khalistan,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
526,sfj khalistan gherao modi bharat bandh raise voice atrocity indian government poor,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
527,sfj khalistan gherao modi bharat bandh ecause instead help punja farmer take everything f,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers']",1
528,let reach delhi sept record protest anti punja farmer bill federal government,"['Delhi', 'PunjabFarmers']",0
529,unfortunately modi work anti minority campaign india anti punja farmer ill clearly show,['PunjabFarmers'],0
530,say yes sfj call gherao modi baharat bandh campaign sept new delhi bill,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
531,khalistan solution leave punja farmer sikh india gherao modi,"['khalistan', 'PunjabFarmers', 'GheraoModi']",1
532,no one sincere punja farmer anti farmer bill pas federal government stand,['PunjabFarmers'],0
533,gherao modi call sfj sept th take part bharat bandh punja farmer sfj khalistan,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'SFJ', 'Khalistan']",1
534,punja farmer farmer protest everywhere india punja let modi know theyll never leave la,['PunjabFarmers'],0
535,gherao modi baharat bandh not men ut also woman teenager also present protest sfj,"['GheraoModi', 'BaharatBandh', 'SFJ']",0
536,sfj delhi soon e capital khalistan sfj call gherao modi bharat bandh reply ack indi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
537,sfj khalistan gherao modi bharat bandh go give land amanis company cann,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
538,sfj khalistan gherao modi bharat bandh go give land amanis,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
539,sfj khalistan gherao modi bharat bandh congress pass bill genocide sikh go,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
540,sfj khalistan gherao modi bharat bandh cannot take land farmer wont ever allow,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
541,sfj khalistan gherao modi bharat bandh modi stop graing land punja farmer fight,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi', 'PunjabFarmers']",1
542,no one stop u gherao modi baharat bandh strike punja farmer khalistan sept sfj,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan', 'SFJ']",1
543,modi hitler punja farmer sikh specially india gherao modi baharat bandh fre,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh']",1
544,sfj khalistan gherao modi bharat bandh cannot take land farmer wont ever allow th,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
545,sfj khalistan gherao modi bharat bandh farmer every year commit suicide,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
546,sfj khalistan gherao modi bharat bandh request truck driver brother flock residence modi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
547,punja farmer fully ready gherao modi baharat bandh campaign sept delhi khalistan sfj,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan', 'SFJ']",1
548,sfj khalistan gherao modi bharat bandh no sujugation sikh not slave india india missi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
549,sfj khalistan gherao modi bharat bandh stop modi confiscate land punjafarmers khalistan,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi', 'punjabfarmers']",1
550,sfj khalistan gherao modi bharat bandh modi confiscate land,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi']",1
551,sfj khalistan gherao modi bharat bandh let join hand stop indian government take away right,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
552,sfj give call stop pm modi gherao modi sept stop graing punja farmer land,"['SFJ', 'GheraoModi', 'PunjabFarmers']",1
553,farmer every year commit suicide indian government cruelty toward sfj khalistan,"['SFJ', 'Khalistan']",1
554,sfj khalistan gherao modi bharat bandh go give land amanis company canno,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
555,sfj real representative punja farmer follow guideline gherao modi baharat bandh,"['SFJ', 'PunjabFarmers', 'GheraoModi', 'BaharatBandh']",1
556,sfj khalistan gherao modi bharat bandh stop modi confiscate land punjafarmers khalistan th,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'modi', 'punjabfarmers']",1
557,sfj khalistan gherao modi bharat bandh request truck driver brother flock,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
558,sfj announce lockdown strike pm modi residence delhi sept gherao modi baharat bandh campaign,"['SFJ', 'GheraoModi', 'BaharatBandh']",1
559,gherao modi baharat bandh road highway several state lock thousand protestors sfj,"['GheraoModi', 'BaharatBandh', 'SFJ']",0
560,want justice sikh farmer haryana punja solution khalistan sfj,"['khalistan', 'SFJ']",1
561,stop modi don,"['Modi', 'PunjabFarmers']",0
562,condemn anti farmer ill stop propaganda sfj khalistan khalistan referendum,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
563,vapsi congress khalistan coincidence,"['Vapsi', 'Congress', 'Khalistan']",0
564,sfj khalistan khalistan referendum stop modi graing farmer land straight,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
565,dear farmer rothers let group fascist indian government lock delhi sfj,['SFJ'],1
566,stop modi modi een give farmer bad treatment no positive policy,['StopModi'],0
567,start trend pakistan un general assemly nehru pm imran khan unga saturday think ggmu khalistan dynanite,"['PMImranKhanAtUNGA', 'SaturdayThoughts', 'GGMU', 'Khalistan', 'dynanite']",0
568,free sikh community sfj khalistan register vote,"['SFJ', 'Khalistan', 'Register2Vote2020']",1
569,stop modi graing land punja farmer modi son pig solution khalistan register vote,"['Modi', 'PunjabFarmers', 'modi', 'Khalistan', 'Register2Vote2020']",1
570,modi play shitty game sfj khalistan khalistan referendum,"['SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
571,stop modi grasp land punjafarmers asurd act which need e stop,"['modi', 'Punjabfarmers']",0
572,support farmer time crisis stop modi confiscation farmer land use sfj,"['Modi', 'SFJ']",0
573,support khalistan sfj,"['Khalistan', 'SFJ']",1
574,farmer rothers sister let trucker flock amp block delhi sept ask justice,['Delhi'],0
575,start trend pakistan,"['TalalChaudhry', 'BHAMUN', 'SaturdayThoughts']",0
576,support punja farmer stop modi sfj khalistan khalistan referendum,"['PunjabFarmers', 'Modi', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
577,stop modi snatch punja farmer land sfj khalistan khalistan referendum,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
578,indian government not care aout farmer,['SFJ'],0
579,sept baharat bandh gherao modi campaign day u khalistan solut,"['BaharatBandh', 'GheraoModi', 'khalistan']",1
580,sfj announce lockdown strike pm modi residence delhi sept gherao modi,"['SFJ', 'GheraoModi']",1
581,gherao modi baharat bandh road highway several state lock thousand prot,"['GheraoModi', 'BaharatBandh']",0
582,evil hate sikh cant survive country no equality prove chai wala,[],1
583,stop modi why don,"['Modi', 'PunjabFarmers']",0
584,sfj khalistan gharaomodi bandhharat mot men also woman comiited suicjde releated agriculture,"['Sfj', 'khalistan', 'Gharaomodi', 'Bandhbharat']",0
585,stop modi graing land farmersland sfj khalistan gharaomodi bandhharat,"['modi', 'farmersland', 'sfj', 'khalistan', 'Gharaomodi', 'Bandhbharat']",1
586,trucker flock lock delhi sept punjaland sfj khalistan gharaomodi bandharat,"['Delhi', 'punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
587,delhi hilao khalistan banao sfj call gherao modi sept th take part,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
588,stop modi graing land poor punja farmer save farmer punja way u tease u solution,"['Modi', 'PunjabFarmers', 'Punjab']",1
589,gherao modi call sfj sept th take part bharat bandh punja farmer video delhi hilao,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'Delhi']",0
590,stop modi graing area punja farmer sfj khalistan khalistan referendum ht,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'KhalistanReferendum2020']",1
591,instead help indian government increase prolems poor farmer sfj khalistan khalistan refe,"['SFJ', 'Khalistan', 'KhalistanRefe']",1
592,stop modi graing land punjafrmers rutality need stop khalistan,"['modi', 'punjabfrmers', 'khalistan']",1
593,gherao modi call sfj sept th take part bharat bandh punja farmer video,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers']",0
594,stop brutality sikh india gherao modi baharat bandh khalistan solution,"['GheraoModi', 'BaharatBandh', 'khalistan']",1
595,farmer lock rail road protect right ut modi keep ignore,"['Farmers', 'modi']",0
596,stop modi efore go un general assemly why don,"['Modi', 'PubjabFarmers']",0
597,stop modi graing area punja farmer sfj khalistan,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan']",1
598,stop modi graing land poor haryana punja farmer solution khalistan register vote,"['Modi', 'haryana', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
599,want justice solution khalistan cant tollarate injustice,[],1
600,farmer commit suicide modi ignore sfj khalistan gherao modi bharat bandh,"['farmers', 'modi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
601,gherao modi baharat bandh khalistan give u right self determination,"['GheraoModi', 'BaharatBandh', 'khalistan']",1
602,give ack punja farmer land cannot tolerate prejudice stop modi khalistan register vote,"['Modi', 'Khalistan', 'Register2Vote2020']",1
603,modi please stop dont dare snatch punja farmer land unite sfj wi,"['MODI', 'PunjabFarmers']",0
604,gherao modi sept punja farmer khalistan referendum stop modi graing land,"['PunjabFarmers', 'KhalistanReferendum2020', 'Modi']",1
605,stop modi seize land punjafarmer great injustice farmer,"['modi', 'Punjabfarmer']",0
606,pakistan een smuggle drug weapon counterfeit currency indian punja firozpur pathanko,[],0
607,give u freedom sikh khalistan,"['Sikhs', 'khalistan']",1
608,want justice poor farmer justice e serve sfj khalistan,"['SFJ', 'Khalistan']",1
609,moral ankruptcy hatred tv fine quality incitement terror mainstream medium,[],0
610,solution khalistan register vote,"['Khalistan', 'Register2Vote2020']",1
611,stop kill innocent ppl dont gra land poor farmer cant anything et,[],0
612,want khalistan stop modi sfj support poor sikh possile ways want ou,"['Khalistan', 'Modi', 'SFJ']",1
613,need khalistan,['Khalistan'],1
614,stop modi graing land punja farmer solution khalistan register vote w,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
615,stop modi graing land punja farmer injustice poor farmer theyre already det cant surviv,"['Modi', 'PunjabFarmers']",0
616,indian unjust poor farmer please stop give right sfj call gherao modi,"['SFJ', 'GheraoModi']",1
617,join hand stop modi snatch punja farmer land want right innocent poor farmer sfj,"['Modi', 'PunjabFarmers', 'SFJ']",1
618,want khalistan stop modi sfj support poor sikh possile ways,"['Khalistan', 'Modi', 'SFJ']",1
619,farmer rothers sister let trucker flock amp block delhi sept ask justice right,['Delhi'],0
620,modi please stop khalistan gherao modi bharat bandh,"['MODI', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
621,stop modi graing land punja farmer injustice farmer already det cant survive w,"['Modi', 'PunjabFarmers']",0
622,youre graing land farmer amp deprive asic right first sikh,[],1
623,youre graing land farmer amp deprive asic right first sikh punja farmer,[],1
624,sfj khalistan gherao modi bharat bandh sikh always elieve solve issue wit,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
625,sfj khalistan gherao modi bharat bandh punja farmer face huge oppression religious minority,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
626,sfj khalistan gherao modi bharat bandh thousand farmer een commit suicide farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
627,still look justice punja poor farmer modi sfj khalistan,"['Modi', 'SFJ', 'Khalistan']",1
628,pakistan around partition weve never see efore photograph colour ehsan rehan first photograph,['Pakistan'],0
629,modi sikh community why please let u know aout personal grudge,[],1
630,want justice farmer government torture sikh live india want,[],1
631,want justice farmer government torture sikh live,[],1
632,violate legal right minority act like honest sacrifice leader want khalistan condemn ant,[],1
633,stop modi entry punja haryana save life farmer,['Modi'],1
634,sfj always support minority live india demand khalistan dont want,"['SFJ', 'khalistan']",1
635,sfj always support minority live india demand khalistan dont want live india demand,"['SFJ', 'khalistan']",1
636,khalistan sfj stop modi,"['Khalistan', 'SFJ', 'Modi']",1
637,due poverty men woman oth commit suicide sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
638,stop modi graing land punja farmer solution khalistan go register vote,"['Modi', 'PunjabFarmers', 'Khalistan']",1
639,sikh deserve est future new generation well child situation cannot e l,[],1
640,farmer lock rail road,"['SFJ', 'Khalistan', 'GheraoModi']",0
641,modi please stop unearale turn farmer eventually landless,"['MODI', 'SFJ']",0
642,join hand stop modi snatch punja farmer land want right innocent poor farmer,"['Modi', 'PunjabFarmers']",0
643,punja farmer solution khalistan register vote sfj,"['PunjabFarmers', 'Khalistan', 'Register2Vote2020', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
644,must watch understand how khalistan movement deep state tactic pakistan create unrest,"['Khalistan', 'Pakistan']",0
645,call surround modi delhi central government india pass farmer ill which doesn,[],0
646,trucker flock amp block delhi sept khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
647,stop modi graing land punja farmer khalistan gherao modi bharat bandh,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
648,indian government doesnt care aout farmer life farmer ecame miserale commitied suicide,[],0
649,protest not men ut also woman teenager also present sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
650,stop modi graing land punja farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'GheraoModi']",0
651,sfj call gherao modi th sept save farmer punja haryana poverty misery,"['SFJ', 'GheraoModi']",0
652,call sfj th sep take part punja farmer delhi hilao khalistan banao sfj call,"['SFJ', 'Delhi', 'Khalistan', 'SFJ']",1
653,sep sfj give call gherao modi khalistan gherao modi,"['SFJ', 'GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi']",1
654,annually farmer commit suicide instead facilitate india goverment pas law farmer sfj,['SFJ'],0
655,farmer lock rail road sep,"['SFJ', 'Khalistan']",0
656,sfj give call gherao modi sept khalistan gherao modi bharat bandh,"['GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
657,farmer lock rail road sep khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
658,save farmer haryana punja delhi hilao khalistan banao sfj call gherao modi sept th tak,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
659,thee rail road lock farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
660,every year almost farmer commit suicites sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
661,stop modi graing land poor punja farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'SFJ', 'GheraoModi']",0
662,farmer deserve est future new generation well child situation cannot,[],0
663,modi please stop unearale turn farmer eventually landless sfj,"['MODI', 'SFJ', 'Khalistan', 'GheraoModi']",0
664,join hand stop modi snatch punja farmer land want right poor farmer sf j,"['Modi', 'PunjabFarmers', 'SfJ']",1
665,sept delhi trucker flock block khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
666,sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
667,sfj khalistan solution injustice do modi govt want khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
668,yearly farmer commit suicide indian government not facilitate sfj khalistan,"['SFJ', 'Khalistan']",1
669,sfj call protest stop modi graing land farmer khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
670,sfj khalistan gherao modi bharat bandh road highway several state lock thousand protes,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
671,sfj khalistan gherao modi bharat bandh yearly farmer commit suicide indian government not faci,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
672,stop modi graing land punja farmer land mother well never leave mother solution,"['Modi', 'PunjabFarmers']",0
673,sfj khalistan gherao modi bharat bandh how could indian gov farmer need support st,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
674,sfj khalistan gherao modi bharat bandh stop modi cruelty stand farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
675,sfj khalistan gherao modi bharat bandh law pass modi government apply farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
676,stop modi graing land punja farmer time modi stop lay hand farmer right,"['Modi', 'PunjabFarmers']",0
677,stop modi graing land punja farmer khalistan solution register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
678,modi stop injustice poor punja farmer,"['Modi', 'PunjabFarmers', 'Khalistan']",0
679,no worry how punja farmer effect call agriculture reform bill pass federal gove,['PunjabFarmers'],0
680,class dropout akalia village mansa district stand hour morcha hold flag bku,[],0
681,punja farmer clearly see political party politics demand right agriculture gherao modi,"['PunjabFarmers', 'GheraoModi']",0
682,draconian law bill increase prolems punja farmer sfj call sept,"['PunjabFarmers', 'SFJ']",0
683,trucker indian reach delhi sfj sept gherao modi baharat bandh campaign,"['SFJ', 'GheraoModi', 'BaharatBandh']",0
684,gherao modi baharat bandh campaign save punja farmer indian incompetence sfj khalistan,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'SFJ', 'khalistan']",1
685,show power sfj call sept gherao modi baharat bandh campaign punja farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
686,sept delhi hilao khalistan banao sfj call gherao modi take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
687,not let modi snatch land punjafarmers sfj khalistan gherao modi bharat bandh register vote,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Register2Vote2020']",1
688,thousand farmer lock road highway several state,[],0
689,sfj delhi soon e capital khalistan sfj call gherao modi bharat bandh reply ack indian,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
690,farmer protest everywhere india punja let modi know theyll never leave land,[],1
691,sfj give call gherao modi baharat bandh sept new delhi punja farmer follow full,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",0
692,numer farmer commit suicide every district punja alarm sfj,"['SFJ', 'Khalistan', 'GheraoModi']",0
693,not aout money ut fight freedom separate land sikh thrive live peacefully,[],1
694,sfj take initiative waive dets farmer sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
695,punja farmer solution khalistan gherao modi baharat bandh campaign w,"['PunjabFarmers', 'khalistan', 'GheraoModi', 'BaharatBandh']",1
696,modi government pass illegal bad agriculture reform ill punja farmer protest,['PunjabFarmers'],0
697,sept gherao modi day punja farmer punja haryana area reach delhi baharat bandh,"['GheraoModi', 'PunjabFarmers', 'Punjab', 'Haryana', 'BaharatBandh']",0
698,punja farmer reach protest agricultural reform ill pass indian government,['PunjabFarmers'],0
699,farmer lock rail protest high scale indian govt dont know power sikh community,[],1
700,sfj khalistan solution injustice do modi govt towards poor sikh family gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
701,sfj call protest stop modi graing land poor farmer khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
702,never let modi destroy land want justice farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
703,stop modi graing land punja farmer khalistan solution let,"['Modi', 'PunjabFarmers', 'Khalistan']",1
704,not let modi graing land punja farmer sfj khalistan gherao modi bharat bandh,"['modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
705,sfj khalistan gherao modi sikh community join bharat bandh protest change future,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
706,farm bill aim ring private company market result which income farmer gra,[],0
707,sfj call gherao modi take part bharat bandh raise voice poor farmer right,"['SFJ', 'GheraoModi', 'BharatBandh']",0
708,understand democracy modi need understand well want justice farmer sfj khalistan,"['SFJ', 'Khalistan']",1
709,many people participate protest modi indian govt neelkamal also final year stud,['modi'],0
710,farmer egun send daughter school college gain e lose kaale kanoon ar,[],0
711,harmanjot kaur class dropout akalia village mansa district stand hour morcha holdin,[],0
712,raise slogan revolution address large mostly male gather farmer,[],0
713,farmer afriad legislation pave way dismantle minimum support price msp authority,[],0
714,sfj khalistan gherao modi bharat bandh way govt listen priority,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
715,go give land amanis company cannot allow india sfj khalistan,"['SFJ', 'Khalistan']",1
716,support sfj initiative help poor farmer india khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
717,sfj khalistan gherao modi modi always een rutality minority specially sikh,"['SFJ', 'Khalistan', 'GheraoModi']",1
718,no sujugation sikh not slave india india mission towards enslave sikh sfj,['SFJ'],1
719,sfj delhi e khalistan khalistan sfj call gherao modi protest policy indian govt,"['SFJ', 'Khalistan', 'GheraoModi']",1
720,video message gherao modi delhi campaign sfj sept punja farmer time delhi hilao,"['GheraoModi', 'SFJ', 'PunjabFarmers', 'Delhi']",1
721,sfj give call gherao modi sept response agricultural reform bill pass modi governmen,"['SFJ', 'GheraoModi']",1
722,modi butch minority india specially punja farmer let surround sept,['PunjabFarmers'],1
723,sfj khalistan gherao modi bharat bandh farmer india take street protest reform,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
724,important message punja farmer sfj gherao modi sept delhi baharat bandh khalistan,"['PunjabFarmers', 'SFJ', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
725,sfj khalistan solution want protest modi gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
726,appreciate sfj effort start initiative get justice sikh community khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
727,idk why modi hate minority always criticize minority india sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
728,sfj call protest modi join khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
729,sfj give call gharaomodi sfj khalistan gharaomodi bandhharat,"['Sfj', 'gharaomodi', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandhbharat']",1
730,indian govt not care aout farmer sfj khalistan gharaomodi bandharat,"['Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
731,not let modi graing land punjaland sfj khalistan gharaomodi bandharat,"['modi', 'punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
732,sfj khalistan way which peacefully spend life together gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
733,sfj call different campaign ecause want right legal way khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
734,support sfj fight u khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
735,sfj khalistan gherao modi bharat bandh modi stop call india democratic country not,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
736,sfj always raise voice sikh khalistan soon e map world gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
737,sfj khalistan gherao modi bharat bandh go give land amanis company,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
738,sfj khalistan gherao modi gheralo bandh law pass modi government,"['SFJ', 'Khalistan', 'GheraoModi', 'GheraloBandh']",1
739,sfj khalistan gherao modi bharat bandh indian government corrupt not look farmer fa,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
740,sfj khalistan gherao modi bharat bandh farmer lock rail roa,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
741,sfj khalistan gherao modi bharat bandh central government india pass,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
742,farmer lock rail road protect right,[],0
743,indian government corrupt no care aout farmer,[],0
744,yearly farmer commit suicide indian government not facilitate,[],0
745,punja haryana epicentre nationwide protest farmer,[],0
746,raise slogan revolution address large,[],0
747,khalistan solution sfj khalistan gherao modi register vote punja bandh punja farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'Register2Vote2020', 'PunjabBandh', 'PunjabFarmers']",1
748,sfj khalistan gheraomodi bandhharat due poverty men woman oth comitted suicide,"['sfj', 'khalistan', 'gheraomodi', 'Bandhbharat']",1
749,sfj khalistan gherao modi bharat bandh life farmer ecome miserale force suicide,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
